propert_id,count
ff8081815ab805ff015ac2099fa44da7,48.468395
ff8081815ab805ff015ac20d0c444f41,15.425019
ff8081815ab805ff015ac21333385249,58.52152
ff8081815ab805ff015ac213a3c25287,31.232716
ff8081815ab805ff015ac213f35f52b4,45.748505
ff8081815ab805ff015ac219c8b55634,22.209692
ff8081815ab805ff015ac21a1b535687,58.21369
ff8081815ab805ff015ac21fafb259fc,26.059198
ff8081815ab805ff015ac21fb84a5a1f,55.212353
ff8081815ab805ff015ac22164d35af0,26.020178
ff8081815ab805ff015ac2221f1d5b70,58.033165
ff8081815ab805ff015ac226aa035dd6,33.226128
ff8081815ab805ff015ac228e0545f67,60.598164
ff8081815ab805ff015ac22aa29a6085,55.972485
ff8081815ab805ff015ac22acb64609c,50.710983
ff8081815ab805ff015ac22cc00b61cd,58.21369
ff8081815ab805ff015ac22d06db61fb,57.076168
ff8081815ab805ff015ac230c2496516,29.013296
ff8081815ab805ff015ac23223546621,49.35171
ff8081815ab805ff015ac2325f4a6638,45.054295
ff8081815ab805ff015ac2326907663d,33.226128
ff8081815ab805ff015ac2339b746733,37.849213
ff8081815ab805ff015ac2348b4067f4,45.054295
ff8081815ab805ff015ac234c23d6805,26.020178
ff8081815ab805ff015ac234edce680d,29.013296
ff8081815ab805ff015ac23787596968,57.2989
ff8081815ab805ff015ac2385dc769e7,33.226128
ff8081815ab805ff015ac239e0d96a90,57.076168
ff8081815ab805ff015ac23becc46b79,43.382233
ff8081815ab805ff015ac241f3dc6ea4,58.745445
ff8081815ab805ff015ac24221866ebc,58.151814
ff8081815ab805ff015ac2464e2970cd,45.04541
ff8081815ab805ff015ac24720197141,29.113777
ff8081815ab805ff015ac2484e6671f9,69.83228
ff8081815ab805ff015ac2493ba8725c,45.054295
ff8081815ab805ff015ac24c74317394,36.315823
ff8081815ab805ff015ac24d08bd73c9,58.503773
ff8081815ab805ff015ac2539c5e7656,23.460794
ff8081815ab805ff015ac254a35676bf,58.033165
ff8081815ab805ff015ac258422e77f5,32.09411
ff8081815ab805ff015ac25b8e46793e,26.314932
ff8081815ab805ff015ac262bd447c67,58.151814
ff8081815ab805ff015ac262e5767c89,57.69536
ff8081815ab805ff015ac264455b7d65,58.151814
ff8081815ab805ff015ac26477137d8b,45.04541
ff8081815ab805ff015ac264de8d7dc8,33.70756
ff8081815ab805ff015ac265b6f97e28,57.1986
ff8081815ab805ff015ac26834d37f32,29.113777
ff8081815ab805ff015ac26b7af600ff,32.418053
ff8081815ab805ff015ac26cab290196,48.349632
ff8081815ab805ff015ac26df604024f,32.09411
ff8081815ab805ff015ac27515620637,21.708548
ff8081815ab805ff015ac27589210673,58.033165
ff8081815ab805ff015ac275e6a3068f,24.332067
ff8081815ab805ff015ac2780dcc07b5,45.752953
ff8081815ab805ff015ac27a53010895,22.909538
ff8081815ab805ff015ac27a85a508ae,25.469194
ff8081815ab805ff015ac27bd4a0097a,14.907892
ff8081815ab805ff015ac27eb0ea0a87,28.3057
ff8081815ab805ff015ac28116400b95,50.598976
ff8081815ab805ff015ac284d04b0cc1,70.681015
ff8081815ab805ff015ac285a6400cf9,33.226128
ff8081815ab805ff015ac286f0de0d94,56.742146
ff8081815ab805ff015ac28730a10dc0,25.295412
ff8081815ab805ff015ac28a824d0ec0,29.82185
ff8081815ab805ff015ac28ae3cc0ef3,18.132631
ff8081815ab805ff015ac28fde1a116e,43.72026
ff8081815ab805ff015ac2935bfd12fc,52.189056
ff8081815ab805ff015ac294745313fe,29.013296
ff8081815ab805ff015ac294d670143a,66.05625
ff8081815ab805ff015ac29ce9f2175a,26.020178
ff8081815ab805ff015ac2a02f9a1864,58.21369
ff8081815ab805ff015ac2a13b5a18ca,23.515844
ff8081815ab805ff015ac2aa8d9a1c4d,25.18849
ff8081815ab805ff015ac2adeb2b1f1b,33.226128
ff8081815ab805ff015ac2b9982a23a3,71.32548
ff8081815ab805ff015ac2ca7ae62b50,29.82185
ff8081815ab805ff015ac2f6dd233c43,61.56742
ff8081815ab805ff015ac37b70fa5a3b,37.889256
ff8081815ab805ff015ac397cb465f53,70.51339
ff8081815ab805ff015ac4c2b00777cb,45.501865
ff8081815ab805ff015ac578a33c7a2e,72.74078
ff8081815ab805ff015ac588286f7b70,41.083008
ff8081815ab805ff015ac59e62007d62,36.402885
ff8081815ab805ff015ac5a7c4d07f46,26.020178
ff8081815ab805ff015ac5b1501e01a4,24.604446
ff8081815ab805ff015ac5b418bd01f1,70.681015
ff8081815ab805ff015ac5bac7dc0396,58.151814
ff8081815ab805ff015ac5bf9ca7045f,66.88956
ff8081815ab805ff015ac5c08716048b,44.68959
ff8081815ab805ff015ac5c159d704a7,62.8743
ff8081815ab805ff015ac5c49f7f05a0,57.671413
ff8081815ab805ff015ac5c6ca430702,48.65004
ff8081815ab805ff015ac5c7f54a0761,33.226128
ff8081815ab805ff015ac5c9fa55084c,26.020178
ff8081815ab805ff015ac5ca68d90860,58.21369
ff8081815ab805ff015ac5cceb6708c9,29.580605
ff8081815ab805ff015ac5d19f9e0a17,33.226128
ff8081815ab805ff015ac5d3c1230ae5,26.203018
ff8081815ab805ff015ac5d578f60b5e,55.972485
ff8081815ab805ff015ac5e083590da9,21.477255
ff8081815ab805ff015ac5e112ef0dda,49.35171
ff8081815ab805ff015ac5e2f47e0e30,48.602734
ff8081815ab805ff015ac5e303830e33,59.580524
ff8081815ab805ff015ac5e573400e8c,36.402885
ff8081815ab805ff015ac5e7fcb50f43,69.04705
ff8081815ab805ff015ac5e8a9f00f8a,56.742146
ff8081815ab805ff015ac5ec79eb10cc,59.81432
ff8081815ab805ff015ac5eca62a10d5,26.203018
ff8081815ab805ff015ac5ed4bd510f0,37.225666
ff8081815ab805ff015ac5f78103135d,55.732708
ff8081815ab805ff015ac5f78423135e,59.186222
ff8081815ab805ff015ac5f88c01139f,77.055046
ff8081815ab805ff015ac5f96a0013eb,28.772528
ff8081815ab805ff015ac5fc675a14cd,26.831116
ff8081815ab805ff015ac601538f1663,63.82698
ff8081815ab805ff015ac603b1cb16c7,57.076168
ff8081815ab805ff015ac6042efd16de,28.803427
ff8081815ab805ff015ac6066d851823,31.232716
ff8081815ab805ff015ac60b0bb31925,55.732708
ff8081815ab805ff015ac60f73821a61,26.203018
ff8081815ab805ff015ac60ff8931a8b,47.974636
ff8081815ab805ff015ac6101e331aa2,55.993965
ff8081815ab805ff015ac614714e1bdb,29.013296
ff8081815ab805ff015ac616dc7f1c80,43.620167
ff8081815ab805ff015ac617c4821cba,62.8743
ff8081815ab805ff015ac6196dcd1d39,56.780567
ff8081815ab805ff015ac61be3131de0,28.547375
ff8081815ab805ff015ac61d890e1e8c,42.302803
ff8081815ab805ff015ac61e06271ec1,58.52152
ff8081815ab805ff015ac61e4a001ef1,71.89879
ff8081815ab805ff015ac61f78cd1f55,48.71415
ff8081815ab805ff015ac622891a202b,58.033165
ff8081815ab805ff015ac6239cf82099,46.757885
ff8081815ab805ff015ac62591fa22d5,50.710983
ff8081815ab805ff015ac6261cdd24ec,58.21369
ff8081815ab805ff015ac6271fd02855,10.285668
ff8081815ab805ff015ac6285ae528b8,69.709854
ff8081815ab805ff015ac62b60bf29da,33.95375
ff8081815ab805ff015ac62dd9a72a9c,31.232716
ff8081815ab805ff015ac62f68852b6c,26.831116
ff8081815ab805ff015ac6301b7d2b8f,58.21369
ff8081815ab805ff015ac630e8ba2bbf,47.738464
ff8081815ab805ff015ac633ce252c9f,57.1986
ff8081815ab805ff015ac635ccf42d5f,20.849157
ff8081815ab805ff015ac63e1b9b2ff3,45.052162
ff8081815ab805ff015ac63e5f853007,21.48614
ff8081815ab805ff015ac63fc97c30b0,26.475225
ff8081815ab805ff015ac6419e5231b2,45.56034
ff8081815ab805ff015ac6426d2031f1,58.151814
ff8081815ab805ff015ac6431ef83229,31.232716
ff8081815ab805ff015ac643f4223287,25.115927
ff8081815ab805ff015ac64556da3349,58.691784
ff8081815ab805ff015ac648cfae34e5,48.65004
ff8081815ab805ff015ac6492e60352c,17.26675
ff8081815ab805ff015ac649d0a235b1,43.72026
ff8081815ab805ff015ac64b197d3652,26.203018
ff8081815ab805ff015ac64b4a893662,47.59361
ff8081815ab805ff015ac64dd54e37da,33.226128
ff8081815ab805ff015ac64ef2a33879,56.490826
ff8081815ab805ff015ac64fccf138d9,61.294506
ff8081815ab805ff015ac650baa43944,72.74078
ff8081815ab805ff015ac65160fb39af,17.003511
ff8081815ab805ff015ac6543dd73b0d,62.43002
ff8081815ab805ff015ac65794003c93,70.681015
