propert_id,count
ff8081815ab805ff015ac2099fa44da7,20.13
ff8081815ab805ff015ac20d0c444f41,16.51
ff8081815ab805ff015ac21333385249,20.25
ff8081815ab805ff015ac213a3c25287,17.71
ff8081815ab805ff015ac213f35f52b4,17.6
ff8081815ab805ff015ac219c8b55634,14.77
ff8081815ab805ff015ac21a1b535687,33.36
ff8081815ab805ff015ac21fafb259fc,23.1
ff8081815ab805ff015ac21fb84a5a1f,20.8
ff8081815ab805ff015ac22164d35af0,23.43
ff8081815ab805ff015ac2221f1d5b70,33.51
ff8081815ab805ff015ac226aa035dd6,28.71
ff8081815ab805ff015ac228e0545f67,23.07
ff8081815ab805ff015ac22aa29a6085,30.44
ff8081815ab805ff015ac22acb64609c,27.76
ff8081815ab805ff015ac22cc00b61cd,33.03
ff8081815ab805ff015ac22d06db61fb,18.45
ff8081815ab805ff015ac230c2496516,27.11
ff8081815ab805ff015ac23223546621,24.99
ff8081815ab805ff015ac2325f4a6638,20.81
ff8081815ab805ff015ac2326907663d,28.61
ff8081815ab805ff015ac2339b746733,15.18
ff8081815ab805ff015ac2348b4067f4,20.71
ff8081815ab805ff015ac234c23d6805,23.69
ff8081815ab805ff015ac234edce680d,27.11
ff8081815ab805ff015ac23787596968,33.19
ff8081815ab805ff015ac2385dc769e7,28.75
ff8081815ab805ff015ac239e0d96a90,18.45
ff8081815ab805ff015ac23becc46b79,29.28
ff8081815ab805ff015ac241f3dc6ea4,28.03
ff8081815ab805ff015ac24221866ebc,28.38
ff8081815ab805ff015ac2464e2970cd,21.24
ff8081815ab805ff015ac24720197141,20.65
ff8081815ab805ff015ac2484e6671f9,20.27
ff8081815ab805ff015ac2493ba8725c,20.81
ff8081815ab805ff015ac24c74317394,29.0
ff8081815ab805ff015ac24d08bd73c9,18.8
ff8081815ab805ff015ac2539c5e7656,19.09
ff8081815ab805ff015ac254a35676bf,33.74
ff8081815ab805ff015ac258422e77f5,27.96
ff8081815ab805ff015ac25b8e46793e,24.45
ff8081815ab805ff015ac262bd447c67,28.38
ff8081815ab805ff015ac262e5767c89,28.05
ff8081815ab805ff015ac264455b7d65,28.38
ff8081815ab805ff015ac26477137d8b,20.71
